City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,solnechnyy,50.7238,136.6401,-0.14,81,96,1.83,RU,1681050460
368,high level,58.5167,-117.1333,-0.93,93,20,0.0,CA,1681050460
369,kirakira,-10.4569,161.9202,27.28,83,31,3.18,SB,1681050461
370,leningradskiy,54.1291,79.2367,-0.96,76,76,2.42,RU,1681050461
371,faya,17.9209,19.0953,45.98,8,0,0.0,TD,1681050462
372,urumqi,43.4198,87.3195,-1.23,96,96,2.82,CN,1681050462
373,lucapa,-8.4195,20.7411,27.72,60,94,1.11,AO,1681050463
374,hualmay,-11.0967,-77.6129,25.04,79,44,4.0,PE,1681050463
375,paamiut,61.9946,-49.6659,-3.55,80,100,11.4,GL,1681050463
376,pilar,9.8638,126.1003,26.78,78,100,5.26,PH,1681050464
377,taltal,-25.4078,-70.4858,21.01,68,3,2.29,CL,1681050464
378,korcula,42.9438,16.9135,11.98,62,81,7.0,HR,1681050465
379,port hedland,-20.3112,118.5801,27.02,74,5,3.6,AU,1681050465
380,pisco,-13.71,-76.203,24.94,78,0,3.09,PE,1681050466
381,hambantota,6.1249,81.1243,28.18,83,20,1.54,LK,1681050466
382,vila velha,-20.3297,-40.292,27.97,74,75,5.66,BR,1681050466
383,shitanjing,39.2454,106.3375,11.3,22,3,3.07,CN,1681050467
384,hollister,36.8525,-121.4016,8.78,91,0,0.0,US,1681050467
385,qaqortoq,60.7182,-46.0385,-1.81,79,100,1.51,GL,1681050468
386,yemelyanovo,56.1673,92.6885,-7.45,53,40,7.0,RU,1681050468
387,mys shmidta,68.8929,-179.4131,-18.23,95,100,8.74,RU,1681050229
388,silifke,36.3778,33.926,20.23,56,100,5.63,TR,1681050469
389,canterbury,51.28,1.0803,15.61,65,49,4.6,GB,1681050469
390,salinopolis,-0.6259,-47.3443,26.2,84,100,0.57,BR,1681050470
391,nanortalik,60.14,-45.2429,-1.57,89,100,7.35,GL,1681050470
392,vila,39.6134,2.8804,20.53,49,20,5.14,ES,1681050471
393,santa rosa,38.4405,-122.7141,11.13,90,0,0.0,US,1681050471
394,jinchengjiang,24.6929,108.0335,17.49,89,100,0.99,CN,1681050471
395,hami,42.8174,93.5142,13.84,28,100,8.6,CN,1681050472
396,aranjuez,40.0322,-3.604,28.77,18,59,4.94,ES,1681050472
397,albanel,48.8837,-72.4425,4.15,59,79,1.54,CA,1681050473
398,leeds,53.7974,-1.5438,14.82,59,40,4.63,GB,1681050168
399,arlit,18.7391,7.3933,38.19,6,28,6.68,NE,1681050473
400,tbilisskaya,45.3633,40.19,14.4,64,86,2.31,RU,1681050195
401,port hardy,50.7244,-127.4976,7.88,93,100,7.2,CA,1681050474
402,arcata,40.8665,-124.0828,7.18,93,0,0.45,US,1681050466
403,boa vista,2.8208,-60.672,30.99,45,0,5.66,BR,1681050475
404,pakokku,21.3343,95.0944,35.52,13,0,1.97,MM,1681050476
405,kaitangata,-46.2817,169.8464,12.23,96,100,5.01,NZ,1681050191
406,rodrigues alves,-7.738,-72.6509,25.11,91,94,1.42,BR,1681050477
407,mount gambier,-37.8247,140.782,11.83,77,82,2.57,AU,1681050477
408,derzhavinsk,51.0991,66.3139,6.7,31,0,2.78,KZ,1681050477
409,maltahohe,-24.842,16.9854,27.76,12,6,10.14,NA,1681050478
410,husavik,66.045,-17.3383,6.58,85,100,9.0,IS,1681049955
411,tabou,4.4194,-7.3604,29.17,69,100,4.03,CI,1681050479
412,san quintin,30.5614,-115.9382,13.59,92,21,2.68,MX,1681050479
413,bonavista,48.6542,-53.1103,-4.77,68,84,6.68,CA,1681050479
414,alofi,-19.0534,-169.9192,26.28,89,69,3.09,NU,1681050480
415,jatai,62.1641,129.8431,-18.86,60,0,2.0,RU,1681050480
416,charters towers,-20.0714,146.271,21.28,34,5,1.81,AU,1681050481
417,yakima,46.6016,-120.5108,8.0,88,100,0.45,US,1681050481
418,innisfail,-17.5242,146.0311,23.54,64,62,1.86,AU,1681050481
419,algemesi,39.1908,-0.4357,23.23,76,15,5.99,ES,1681050482
420,qandahar,31.6206,65.7158,24.88,25,16,3.03,AF,1681050483
421,akodia,23.3804,76.5982,31.69,20,100,2.13,IN,1681050483
422,nalut,31.8638,10.9828,19.99,24,0,4.82,LY,1681050484
423,padang,-0.9248,100.3633,24.02,94,20,1.54,ID,1681050484
424,nishihara,26.2278,127.7605,17.9,59,20,2.06,JP,1681050485
425,maceio,-9.6477,-35.7339,30.45,70,75,4.63,BR,1681050485
426,port lincoln,-34.7212,135.8592,15.37,75,46,4.28,AU,1681050486
427,puerto narino,-3.7799,-70.364,22.41,98,100,0.92,CO,1681050486
428,darhan,41.912,110.2838,10.82,17,15,9.38,CN,1681050487
429,alcudia,39.8532,3.1214,21.32,50,100,0.71,ES,1681050445
430,el fuerte,26.4156,-108.6173,20.69,20,0,1.82,MX,1681050488
431,cayenne,4.9371,-52.3258,28.01,74,0,0.51,GF,1681050488
432,bereda,11.2135,8.3926,38.54,16,100,1.63,NG,1681050488
433,samusu,-13.9974,-171.4289,28.33,80,38,9.44,WS,1681050183
434,saurimo,-9.6589,20.3981,26.65,59,100,1.55,AO,1681050489
435,chikoy,50.2692,106.9171,-2.31,90,100,5.2,MN,1681050446
436,takaka,23.7644,90.389,29.98,51,0,0.0,BD,1681050412
437,port-gentil,-0.7149,8.7797,27.99,83,75,4.63,GA,1681050491
438,west bay,45.3721,-64.3946,2.31,48,7,5.59,CA,1681050491
439,port keats,-14.2413,129.5209,25.26,90,100,4.12,AU,1681050206
440,malwan,24.2275,73.3532,30.63,15,63,3.16,IN,1681050492
441,amahai,-3.3082,129.0011,24.56,85,88,1.42,ID,1681050492
442,jimma,7.6756,36.8479,24.99,48,94,2.91,ET,1681050493
443,humaita,-27.5661,-53.972,24.52,62,0,3.67,BR,1681050493
444,gawler,-34.5973,138.7449,12.25,88,54,2.14,AU,1681050494
445,mayo,45.6634,-75.3458,5.4,74,20,1.42,CA,1681050494
446,kaduqli,11.0086,29.7156,40.54,10,78,0.89,SD,1681050495
447,turukhansk,65.7934,87.9589,-21.3,95,87,0.75,RU,1681050495
448,union,42.2449,-93.0642,13.6,37,0,6.17,US,1681050496
449,terre haute,39.4667,-87.4139,13.25,39,0,3.09,US,1681050364
450,saint-francois,47.0019,-70.8129,4.87,48,26,2.06,CA,1681050497
451,progreso,26.0923,-97.9572,20.48,96,100,3.09,US,1681050497
452,lorengau,-2.033,147.2789,25.52,90,100,4.4,PG,1681050498
453,arco,45.9181,10.8861,18.59,71,62,3.07,IT,1681050498
454,kununurra,-15.7731,128.7388,25.95,89,100,1.54,AU,1681050498
455,portland,45.5202,-122.6742,9.78,93,100,4.63,US,1681049917
456,lazi,29.0932,87.6374,4.91,17,25,7.0,CN,1681050499
457,anadyr,64.7317,177.5061,-25.07,84,0,2.0,RU,1681050499
458,la palma,28.6552,-17.8573,15.78,80,75,3.6,ES,1681050500
459,muroto,33.2899,134.1523,15.17,57,0,5.07,JP,1681050501
460,chandbali,20.7732,86.7376,29.24,56,1,4.57,IN,1681050501
461,hovd,48.0006,91.6452,2.99,22,10,7.2,MN,1681050502
462,komsomolskiy,43.9783,46.6985,17.24,48,72,2.42,RU,1681049954
463,conway,35.0887,-92.4421,14.36,94,100,2.57,US,1681050476
464,souillac,44.898,1.4694,20.13,37,13,1.22,FR,1681050503
465,villamontes,-11.4744,-67.1456,27.53,63,85,1.88,BO,1681050504
466,plover,42.8785,-94.6234,12.0,48,100,3.13,US,1681050166
467,saldanha,-32.9978,17.9456,20.15,62,0,5.72,ZA,1681050203
468,corinto,37.9357,22.933,17.14,51,88,0.7,GR,1681050504
469,zhaozhou,37.753,114.7776,18.55,23,56,2.93,CN,1681050505
470,broome,-17.9567,122.224,29.94,84,94,2.57,AU,1681050506
471,chengde,40.9577,117.9543,12.92,45,42,1.94,CN,1681050506
472,tateyama,34.9965,139.87,14.21,61,4,5.13,JP,1681050507
473,jibuti,11.5937,43.1473,31.6,54,40,6.15,DJ,1681050507
474,kushima,31.465,131.2283,10.55,78,0,1.94,JP,1681050508
475,nantucket,41.3157,-70.009,8.34,51,0,7.6,US,1681050204
476,chaoyang,41.5755,120.4391,15.39,49,55,5.26,CN,1681050508
477,banfora,10.6427,-4.7526,37.44,20,100,1.48,BF,1681050509
478,mangaluru,12.8698,74.843,30.43,66,20,2.06,IN,1681050509
479,barletta,41.3215,16.2869,12.2,71,98,4.21,IT,1681050510
480,labuan,-0.6985,119.8499,24.98,90,91,0.64,ID,1681050510
481,brae,60.3963,-1.3537,8.06,78,4,9.37,GB,1681050511
482,eureka,40.7907,-124.1674,7.06,94,23,2.57,US,1681050511
483,inhambane,-23.866,35.3844,27.99,69,20,5.14,MZ,1681050511
484,mumbwa,-14.985,27.0614,28.15,40,74,2.23,ZM,1681050512
485,cottonwood,32.4679,-96.3892,17.98,84,43,3.41,US,1681050512
486,herat,34.3508,62.2164,25.07,13,4,4.48,AF,1681050513
487,bangsund,64.3923,11.396,9.97,43,5,6.17,NO,1681050513
488,zyryanka,65.7336,150.8933,-17.92,96,91,1.45,RU,1681050514
489,keuruu,62.258,24.7084,9.15,98,74,1.96,FI,1681050514
490,imeni tsyurupy,55.4965,38.6444,13.87,44,75,1.46,RU,1681050514
491,juneau,58.3019,-134.4197,5.12,97,100,8.75,US,1681050389
492,butterworth,5.4082,100.3697,28.86,83,20,2.57,MY,1681050515
493,shimoda,34.6795,138.9454,12.01,61,0,0.44,JP,1681050516
494,sitia,35.2066,26.105,15.41,74,38,4.38,GR,1681050516
495,arman,28.3724,83.4113,13.71,36,69,1.91,NP,1681050517
496,morondava,-20.2951,44.2786,28.4,72,1,4.85,MG,1681050517
497,birao,10.2962,22.781,42.43,6,28,3.45,CF,1681050518
498,tarauaca,-8.1602,-70.7665,23.89,91,99,1.33,BR,1681050518
499,ambodifototra,-16.9996,49.8526,27.45,72,9,4.66,MG,1681050518
500,sivas,39.7504,37.0145,12.88,66,75,4.63,TR,1681050519
501,artyk,37.5516,59.3273,24.59,26,38,9.05,TM,1681050519
502,taber,49.7932,-112.1437,5.97,65,3,5.66,CA,1681050520
503,barranca,-10.7541,-77.7609,24.54,80,88,3.59,PE,1681050520
504,kijang,0.8502,104.6028,27.55,79,99,4.69,ID,1681050520
505,formoso do araguaia,-11.806,-49.5257,29.86,66,81,1.1,BR,1681050521
506,adrar,27.8734,-0.2875,29.12,7,0,7.2,DZ,1681050521
507,mulchen,-37.7201,-72.2441,14.92,22,100,1.13,CL,1681050522
508,mandalgovi,45.763,106.2704,2.23,25,0,10.43,MN,1681050522
509,shenzhen,22.5446,114.0545,21.2,75,13,0.45,CN,1681050308
510,sorong,-0.8634,131.2545,27.26,79,100,1.78,ID,1681050523
511,ukiah,39.1502,-123.2078,8.14,86,0,0.0,US,1681050523
512,bet shemesh,31.7462,34.9887,29.68,22,100,0.95,IL,1681050524
513,kupang,-10.1632,123.6018,24.92,87,100,2.95,ID,1681050524
514,sosnovo-ozerskoye,52.5286,111.5381,-2.01,92,100,4.1,RU,1681050524
515,macenta,8.5458,-9.4679,31.81,44,95,1.13,GN,1681050525
516,pinsk,52.1114,26.1025,14.32,59,100,0.64,BY,1681050525
517,jiuquan,39.7321,98.4937,15.17,11,100,4.48,CN,1681050526
518,noumea,-22.2745,166.4424,26.14,99,0,3.35,NC,1681050218
519,yizheng,32.2751,119.1791,13.27,68,13,3.09,CN,1681050526
520,great yarmouth,52.6072,1.7315,16.15,81,41,6.21,GB,1681050527
521,fort nelson,58.8062,-122.6943,1.8,67,40,2.57,CA,1681050527
522,arroyos y esteros,-25.0542,-57.0971,26.97,49,0,0.97,PY,1681050528
523,vilyuysk,63.7541,121.6265,-20.2,100,99,1.15,RU,1681050528
524,porto novo,6.4991,2.6253,30.88,51,100,2.75,BJ,1681050217
525,guerrero negro,27.971,-114.0364,13.88,86,91,3.94,MX,1681050529
526,hobyo,5.3495,48.5264,29.62,67,1,6.86,SO,1681050529
527,sredneuralsk,56.9916,60.4689,11.67,55,12,4.02,RU,1681050529
528,marzuq,14.3925,46.4701,26.47,41,99,4.67,YE,1681050530
529,namibe,-15.1951,12.1458,26.11,74,90,5.28,AO,1681050530
530,nhulunbuy,-12.1804,136.776,26.08,94,94,0.0,AU,1681050530
531,acolla,-14.5343,-74.7966,22.72,59,17,2.05,PE,1681050531
532,hokitika,-42.7179,170.9646,14.43,92,100,4.16,NZ,1681050531
533,baruun-urt,46.6809,113.2835,7.55,48,100,7.59,MN,1681050532
534,palembang,-2.9888,104.7569,28.03,78,20,2.06,ID,1681050532
535,grand-santi,4.2734,-54.3811,31.9,47,61,1.48,GF,1681050532
536,lepe,37.2552,-7.2016,22.3,55,48,3.61,ES,1681050533
537,moron,18.5602,-74.2581,26.92,60,0,0.89,HT,1681050533
538,mount isa,-20.729,139.4932,14.92,58,100,0.0,AU,1681050534
539,souris,46.3565,-62.2504,0.94,59,47,7.26,CA,1681050534
540,quatre cocos,-20.2095,57.7706,28.14,79,100,3.33,MU,1681050534
541,filingue,14.352,3.3241,40.93,7,100,6.69,NE,1681050535
542,saskylakh,71.965,114.0939,-21.82,100,100,1.61,RU,1681050205
543,semnan,35.5856,53.3921,22.71,23,69,3.07,IR,1681050535
544,henties bay,-22.113,14.2882,17.08,71,1,8.39,NA,1681050536
545,hofn,64.2533,-15.208,7.52,90,100,9.29,IS,1681050536
546,katha,24.1717,96.3431,27.66,21,0,0.56,MM,1681050537
547,ambatondrazaka,-17.8237,48.4267,23.45,80,42,3.52,MG,1681050537
548,araouane,18.9042,-3.5265,36.19,8,100,5.03,ML,1681050538
549,minab,27.1506,57.0753,31.21,22,0,2.06,IR,1681050538
550,jalu,29.0331,21.5482,26.84,31,0,7.89,LY,1681050538
551,belaya gora,68.537,146.1873,-16.13,94,100,5.75,RU,1681050539
552,balabac,7.9865,117.0647,27.06,75,80,2.46,PH,1681050539
553,ilave,-16.0868,-69.6386,7.24,69,96,0.79,PE,1681050540
554,mapastepec,15.4398,-92.8984,29.29,43,0,0.94,MX,1681050540
555,dindori,22.9447,81.0775,27.99,29,73,1.46,IN,1681050541
556,carutapera,-1.2017,-46.0206,26.67,87,100,0.68,BR,1681050541
557,kabanjahe,3.1009,98.4891,18.13,95,100,0.65,ID,1681050541
558,veraval,20.9101,70.3653,26.97,60,44,4.8,IN,1681050542
559,constitucion,-35.3318,-72.4119,18.41,42,26,1.42,CL,1681050543
560,boksburg,-26.2125,28.2617,26.51,56,73,1.79,ZA,1681050543
561,gat,45.7023,18.3247,10.95,73,94,2.28,HR,1681050544
562,clyde river,46.2239,-63.2577,0.81,51,40,7.2,CA,1681050544
563,coyutla,20.2472,-97.6589,19.9,96,100,0.2,MX,1681050545
564,gari,59.4274,62.3525,6.82,57,31,5.73,RU,1681050545
565,ijaki,22.9372,57.7571,27.55,37,82,0.52,OM,1681050546
566,buraydah,26.3317,43.9717,31.24,29,0,5.14,SA,1681050546
567,grahamstown,-35.2627,148.0363,7.62,82,4,2.29,AU,1681050546
568,tobermory,56.6228,-6.0682,13.03,64,100,10.52,GB,1681050547
569,copiague,40.6841,-73.4008,11.27,49,0,5.36,US,1681050547
570,petropavl,54.8668,69.1335,8.99,31,0,4.0,KZ,1681050548
571,balassagyarmat,48.0769,19.2926,9.35,66,99,1.6,HU,1681050548
572,shimanovsk,51.9987,127.6719,-1.16,59,28,3.82,RU,1681050549
573,karratha,-20.737,116.8479,28.0,52,23,6.28,AU,1681050549
574,teknaf,20.8685,92.2987,26.66,71,0,4.32,BD,1681050550
575,lima,-12.0621,-77.0365,26.18,79,75,4.12,PE,1681050550
576,savannah bight,16.4857,-85.8454,25.43,74,9,2.61,HN,1681050550
577,aliaga,40.6736,-0.7032,20.8,22,13,6.46,ES,1681050551
578,barstow,34.8958,-117.0172,10.36,54,1,1.58,US,1681050552
